anonymous_stack_id,domain,stack_index,sample_type,source_folder,slice_count,image_paths_json,selection_seed,slide_or_specimen_id,patient_id,algorithm_outputs_exposed,consensus_label_exposed
b0c371562b676413,TBF,157,primary_unbiased,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100,14,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos100/FieldPos100_page_14.png""]",4524210,not available,not available,False,False
e6e2f373568a2eef,BMA,37,primary_unbiased,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1,14,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos009_1/pos009_1_page_14.png""]",4524210,not available,not available,False,False
7db236e8d77e9b8e,PBS,21,disagreement_enriched_qualitative,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB,9,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos255_Cam01_RGB_MB/FieldPos255_Cam01_RGB_MB_page_9.png""]",4524210,not available,not available,False,False
ada84b83bca1f1b0,TBF,76,primary_unbiased,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032,14,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos032/FieldPos032_page_14.png""]",4524210,not available,not available,False,False
b2e0b4c3c2fd9408,TBI,14,primary_unbiased,/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5,10,"[""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (1).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (2).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (3).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (4).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (5).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (6).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (7).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (8).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (9).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL5/HL5 (10).JPG""]",4524210,not available,not available,False,False
e809bbc713724987,PBS,40,primary_unbiased,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB,15,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_14.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos362_Cam01_RGB_MB/FieldPos362_Cam01_RGB_MB_page_15.png""]",4524210,not available,not available,False,False
e5ad4ae8b87411eb,TBI,21,primary_unbiased,/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2,10,"[""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (1).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (2).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (3).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (4).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (5).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (6).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (7).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (8).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (9).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/LH2/LH2 (10).JPG""]",4524210,not available,not available,False,False
40151ff40a2f7258,WBC,2132,primary_unbiased,/mnt/d/New_folder/datasets/WBC_dataset1/2132,10,"[""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_0.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_1.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_2.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_3.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_4.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_5.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_6.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_7.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_8.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/2132/2132_9.jpg""]",4524210,WBC_slide_9,not available,False,False
70ce47a5d7c2d40e,BMA,15,primary_unbiased,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3,14,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos003_3/pos003_3_page_14.png""]",4524210,not available,not available,False,False
fb9a68fc5b6d8f4a,PBS,43,primary_unbiased,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB,15,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_14.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/pbs_imgs/FieldPos375_Cam01_RGB_MB/FieldPos375_Cam01_RGB_MB_page_15.png""]",4524210,not available,not available,False,False
bbe7364ba583c38f,WBC,12465,primary_unbiased,/mnt/d/New_folder/datasets/WBC_dataset1/12465,10,"[""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_0.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_1.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_2.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_3.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_4.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_5.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_6.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_7.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_8.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12465/12465_9.jpg""]",4524210,WBC_slide_147,not available,False,False
49292a66b1ad0e6d,TBI,15,primary_unbiased,/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6,10,"[""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (1).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (2).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (3).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (4).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (5).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (6).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (7).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (8).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (9).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL6/HL6 (10).JPG""]",4524210,not available,not available,False,False
d811d5f1df4cf813,TBF,102,disagreement_enriched_qualitative,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051,14,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/tbf_imgs/FieldPos051/FieldPos051_page_14.png""]",4524210,not available,not available,False,False
b5f1a6be6d77ca84,BMA,22,primary_unbiased,/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2,14,"[""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_1.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_2.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_3.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_4.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_5.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_6.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_7.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_8.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_9.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_10.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_11.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_12.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_13.png"", ""/mnt/d/New_folder/datasets/New folder/bma pbf tfa/bma_imgs/pos005_2/pos005_2_page_14.png""]",4524210,not available,not available,False,False
dc1c4478bb27b35c,TBI,13,primary_unbiased,/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4,10,"[""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (1).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (2).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (3).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (4).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (5).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (6).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (7).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (8).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (9).JPG"", ""/mnt/d/New_folder/datasets/New folder/TBSI/folders/HL4/HL4 (10).JPG""]",4524210,not available,not available,False,False
6f2f06b457fbfb59,WBC,12218,primary_unbiased,/mnt/d/New_folder/datasets/WBC_dataset1/12218,10,"[""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_0.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_1.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_2.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_3.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_4.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_5.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_6.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_7.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_8.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/12218/12218_9.jpg""]",4524210,WBC_slide_122,not available,False,False
a026671c437fedf8,WBC,23475,primary_unbiased,/mnt/d/New_folder/datasets/WBC_dataset1/23475,10,"[""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_0.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_1.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_2.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_3.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_4.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_5.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_6.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_7.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_8.jpg"", ""/mnt/d/New_folder/datasets/WBC_dataset1/23475/23475_9.jpg""]",4524210,WBC_slide_200,not available,False,False
